Country,Current_Weather,Current_Temperature(F),Date
Burkina-Faso,Thundershowers. Overcast.,78,02/09/2023
Cape-Verde,Passing clouds.,79,02/09/2023
Cote-Divoire,Overcast.,73,02/09/2023
Gambia,Scattered clouds.,84,02/09/2023
Ghana,Rain. Partly sunny.,77,02/09/2023
Guinea,Partly sunny.,81,02/09/2023
Guinea-Bissau,Passing clouds.,82,02/09/2023
Liberia,Partly sunny.,81,02/09/2023
Mali,Passing clouds.,91,02/09/2023
Mauritania,Sunny.,91,02/09/2023
Niger,Passing clouds.,90,02/09/2023
Nigeria,Low clouds.,70,02/09/2023
Senegal,Sunny.,84,02/09/2023
Sierra-Leone,Partly sunny.,79,02/09/2023
Togo,Partly sunny.,79,02/09/2023
Benin,Scattered clouds.,81,03/09/2023
Burkina-Faso,Overcast.,81,03/09/2023
Cape-Verde,Clear.,80,03/09/2023
Cote-Divoire,Overcast.,78,03/09/2023
Gambia,Scattered clouds.,86,03/09/2023
Ghana,Mostly cloudy.,79,03/09/2023
Guinea,Partly sunny.,84,03/09/2023
Guinea-Bissau,Passing clouds.,81,03/09/2023
Liberia,Drizzle. Partly sunny.,75,03/09/2023
Mali,Scattered clouds.,82,03/09/2023
Mauritania,Sunny.,91,03/09/2023
Niger,Partly sunny.,86,03/09/2023
Nigeria,Overcast.,74,03/09/2023
Senegal,Scattered clouds.,82,03/09/2023
Sierra-Leone,Partly sunny.,79,03/09/2023
Togo,Drizzle. Broken clouds.,77,03/09/2023
Benin,Scattered clouds.,81,04/09/2023
Burkina-Faso,Overcast.,85,04/09/2023
Cape-Verde,Passing clouds.,78,04/09/2023
Cote-Divoire,Partly sunny.,77,04/09/2023
Gambia,Partly sunny.,91,04/09/2023
Ghana,Partly sunny.,79,04/09/2023
Guinea,Mostly cloudy.,81,04/09/2023
Guinea-Bissau,Partly sunny.,86,04/09/2023
Liberia,Partly sunny.,82,04/09/2023
Mali,Partly sunny.,82,04/09/2023
Mauritania,Sunny.,95,04/09/2023
Niger,Passing clouds.,77,04/09/2023
Nigeria,Thunderstorms. Low clouds.,74,04/09/2023
Senegal,Scattered clouds.,88,04/09/2023
Sierra-Leone,Partly sunny.,77,04/09/2023
Togo,Scattered clouds.,81,04/09/2023
Benin,Thunderstorms. Overcast.,80,05/09/2023
Burkina-Faso,Light rain. Overcast.,83,05/09/2023
Cape-Verde,Broken clouds.,86,05/09/2023
Cote-Divoire,Partly sunny.,78,05/09/2023
Gambia,Broken clouds.,86,05/09/2023
Ghana,Partly sunny.,79,05/09/2023
Guinea,Partly sunny.,82,05/09/2023
Guinea-Bissau,Light rain. Partly sunny.,82,05/09/2023
Liberia,Partly sunny.,81,05/09/2023
Mali,Passing clouds.,88,05/09/2023
Mauritania,Partly sunny.,84,05/09/2023
Niger,Sunny.,81,05/09/2023
Nigeria,Passing clouds.,70,05/09/2023
Senegal,Scattered clouds.,86,05/09/2023
Sierra-Leone,Partly sunny.,82,05/09/2023
Togo,Scattered clouds.,79,05/09/2023
Benin,Scattered clouds.,82,06/09/2023
Burkina-Faso,Partly sunny.,87,06/09/2023
Cape-Verde,Passing clouds.,79,06/09/2023
Cote-Divoire,Overcast.,76,06/09/2023
Gambia,Light rain. Partly sunny.,84,06/09/2023
Ghana,Overcast.,81,06/09/2023
Guinea,Broken clouds.,81,06/09/2023
Guinea-Bissau,Light rain. Partly sunny.,82,06/09/2023
Liberia,Partly sunny.,84,06/09/2023
Mali,Scattered clouds.,86,06/09/2023
Mauritania,Scattered clouds.,95,06/09/2023
Niger,Passing clouds.,91,06/09/2023
Nigeria,Overcast.,82,06/09/2023
Senegal,Partly sunny.,86,06/09/2023
Sierra-Leone,Partly sunny.,81,06/09/2023
Togo,Scattered clouds.,82,06/09/2023
Benin,Scattered clouds.,82,07/09/2023
Burkina-Faso,Light rain. Overcast.,81,07/09/2023
Cape-Verde,Overcast.,79,07/09/2023
Cote-Divoire,Overcast.,77,07/09/2023
Gambia,Partly sunny.,86,07/09/2023
Ghana,Mostly cloudy.,82,07/09/2023
Guinea,Light rain. Partly sunny.,79,07/09/2023
Guinea-Bissau,Thunderstorms. Partly sunny.,73,07/09/2023
Liberia,Drizzle. Partly sunny.,81,07/09/2023
Mali,Passing clouds.,88,07/09/2023
Mauritania,Partly sunny.,93,07/09/2023
Niger,Sunny.,90,07/09/2023
Nigeria,Clear.,72,07/09/2023
Senegal,Scattered clouds.,86,07/09/2023
Sierra-Leone,Partly sunny.,81,07/09/2023
Togo,Scattered clouds.,82,07/09/2023
Benin,Scattered clouds.,84,08/09/2023
Burkina-Faso,Scattered clouds.,88,08/09/2023
Cape-Verde,Passing clouds.,79,08/09/2023
Cote-Divoire,Overcast.,79,08/09/2023
Gambia,Broken clouds.,84,08/09/2023
Ghana,Passing clouds.,84,08/09/2023
Guinea,Scattered clouds.,84,08/09/2023
Guinea-Bissau,Partly sunny.,84,08/09/2023
Liberia,Drizzle. Partly sunny.,79,08/09/2023
Mali,Passing clouds.,90,08/09/2023
Mauritania,Sunny.,86,08/09/2023
Niger,Passing clouds.,90,08/09/2023
Nigeria,Passing clouds.,86,08/09/2023
Senegal,Light rain. Passing clouds.,79,08/09/2023
Sierra-Leone,Partly sunny.,81,08/09/2023
Togo,Scattered clouds.,88,08/09/2023
Benin,Passing clouds.,82,09/09/2023
Burkina-Faso,Partly sunny.,88,09/09/2023
Cape-Verde,Passing clouds.,78,09/09/2023
Cote-Divoire,Overcast.,79,09/09/2023
Gambia,Partly sunny.,90,09/09/2023
Ghana,Mostly cloudy.,81,09/09/2023
Guinea,Broken clouds.,86,09/09/2023
Guinea-Bissau,Partly sunny.,88,09/09/2023
Liberia,Drizzle. Partly sunny.,81,09/09/2023
Mali,Scattered clouds.,79,09/09/2023
Mauritania,Passing clouds.,88,09/09/2023
Niger,Sunny.,91,09/09/2023
Nigeria,Overcast.,79,09/09/2023
Senegal,Partly sunny.,86,09/09/2023
Sierra-Leone,Light rain. Partly sunny.,79,09/09/2023
Togo,Scattered clouds.,82,09/09/2023
Benin,Scattered clouds.,82,10/09/2023
Burkina-Faso,Scattered clouds.,86,10/09/2023
Cape-Verde,Passing clouds.,77,10/09/2023
Cote-Divoire,Overcast.,76,10/09/2023
Gambia,Broken clouds.,81,10/09/2023
Ghana,Cloudy.,81,10/09/2023
Guinea,Partly sunny.,79,10/09/2023
Guinea-Bissau,Partly sunny.,79,10/09/2023
Liberia,Partly sunny.,82,10/09/2023
Mali,Passing clouds.,82,10/09/2023
Mauritania,Sunny.,86,10/09/2023
Niger,Sunny.,93,10/09/2023
Nigeria,Fog.,72,10/09/2023
Senegal,Light rain. Scattered clouds.,82,10/09/2023
Sierra-Leone,Partly sunny.,81,10/09/2023
Togo,Scattered clouds.,84,10/09/2023
Benin,Scattered clouds.,84,11/09/2023
Burkina-Faso,Partly sunny.,86,11/09/2023
Cape-Verde,Passing clouds.,76,11/09/2023
Cote-Divoire,Overcast.,76,11/09/2023
Gambia,Scattered clouds.,90,11/09/2023
Ghana,Partly sunny.,84,11/09/2023
Guinea,Partly sunny.,82,11/09/2023
Guinea-Bissau,Partly sunny.,84,11/09/2023
Liberia,Partly sunny.,76,11/09/2023
Mali,Scattered clouds.,86,11/09/2023
Mauritania,Scattered clouds.,93,11/09/2023
Niger,Sunny.,97,11/09/2023
Nigeria,Overcast.,77,11/09/2023
Senegal,Scattered clouds.,86,11/09/2023
Sierra-Leone,Partly sunny.,82,11/09/2023
Togo,Scattered clouds.,88,11/09/2023
Benin,Light rain. Scattered clouds.,73,12/09/2023
Burkina-Faso,Overcast.,79,12/09/2023
Cape-Verde,Passing clouds.,80,12/09/2023
Cote-Divoire,Thunderstorms. Overcast.,76,12/09/2023
Gambia,Scattered clouds.,88,12/09/2023
Ghana,Scattered clouds.,81,12/09/2023
Guinea,Partly sunny.,86,12/09/2023
Guinea-Bissau,Scattered clouds.,84,12/09/2023
Liberia,Partly sunny.,86,12/09/2023
Mali,Passing clouds.,91,12/09/2023
Mauritania,Sunny.,84,12/09/2023
Niger,Sunny.,99,12/09/2023
Nigeria,Scattered clouds.,88,12/09/2023
Senegal,Thunderstorms. Scattered clouds.,81,12/09/2023
Sierra-Leone,Partly sunny.,86,12/09/2023
Togo,Thunderstorms. Partly sunny.,73,12/09/2023
Benin,Heavy rain. Mostly cloudy.,79,13/09/2023
Burkina-Faso,Overcast.,83,13/09/2023
Cape-Verde,Passing clouds.,79,13/09/2023
Cote-Divoire,Overcast.,75,13/09/2023
Gambia,Partly sunny.,90,13/09/2023
Ghana,Drizzle. Overcast.,79,13/09/2023
Guinea,Partly sunny.,84,13/09/2023
Guinea-Bissau,Scattered clouds.,88,13/09/2023
Liberia,Light rain. Partly sunny.,73,13/09/2023
Mali,Partly sunny.,86,13/09/2023
Mauritania,Sunny.,95,13/09/2023
Niger,Sunny.,88,13/09/2023
Nigeria,Partly sunny.,82,13/09/2023
Senegal,Partly sunny.,86,13/09/2023
Sierra-Leone,Light rain. Partly sunny.,77,13/09/2023
Togo,Partly sunny.,82,13/09/2023
Benin,Scattered clouds.,86,14/09/2023
Burkina-Faso,Overcast.,87,14/09/2023
Cape-Verde,Partly sunny.,83,14/09/2023
Cote-Divoire,Scattered clouds.,86,14/09/2023
Gambia,Sunny.,95,14/09/2023
Ghana,Overcast.,86,14/09/2023
Guinea,Light rain. Mostly cloudy.,82,14/09/2023
Guinea-Bissau,Passing clouds.,91,14/09/2023
Liberia,Rain showers. Partly sunny.,86,14/09/2023
Mali,Sunny.,99,14/09/2023
Mauritania,Sunny.,97,14/09/2023
Niger,Sunny.,97,14/09/2023
Nigeria,Scattered clouds.,90,14/09/2023
Senegal,Sunny.,84,14/09/2023
Sierra-Leone,Partly sunny.,84,14/09/2023
Togo,Scattered clouds.,88,14/09/2023
